pxd	data_file	category	assessed_entities	gold_entities	matched_entities	assessed_only_entities	gold_only_entities	precision	recall	f1
PXD016002	20171207_Inna-CSF_TMTBatch1_Fx07.raw	Biological	3	5	2	1	3	0.666667	0.400000	0.500000
PXD016002	20171207_Inna-CSF_TMTBatch1_Fx07.raw	Technical	7	8	1	6	7	0.142857	0.125000	0.133333
PXD016002	20171207_Inna-CSF_TMTBatch1_Fx07.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD016002	20171207_Inna-CSF_TMTBatch1_Fx09.raw	Biological	3	5	2	1	3	0.666667	0.400000	0.500000
PXD016002	20171207_Inna-CSF_TMTBatch1_Fx09.raw	Technical	7	8	1	6	7	0.142857	0.125000	0.133333
PXD016002	20171207_Inna-CSF_TMTBatch1_Fx09.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD016002	20171207_Inna-CSF_TMTBatch1_Fx12.raw	Biological	3	5	2	1	3	0.666667	0.400000	0.500000
PXD016002	20171207_Inna-CSF_TMTBatch1_Fx12.raw	Technical	7	8	1	6	7	0.142857	0.125000	0.133333
PXD016002	20171207_Inna-CSF_TMTBatch1_Fx12.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD016002	20171207_Inna-CSF_TMTBatch1_Fx24.raw	Biological	3	5	2	1	3	0.666667	0.400000	0.500000
PXD016002	20171207_Inna-CSF_TMTBatch1_Fx24.raw	Technical	7	8	1	6	7	0.142857	0.125000	0.133333
PXD016002	20171207_Inna-CSF_TMTBatch1_Fx24.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD016002	20171207_Inna-CSF_TMTBatch2_Fx08.raw	Biological	3	5	2	1	3	0.666667	0.400000	0.500000
PXD016002	20171207_Inna-CSF_TMTBatch2_Fx08.raw	Technical	7	8	1	6	7	0.142857	0.125000	0.133333
PXD016002	20171207_Inna-CSF_TMTBatch2_Fx08.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD016002	20171207_Inna-CSF_TMTBatch2_Fx09.raw	Biological	3	5	2	1	3	0.666667	0.400000	0.500000
PXD016002	20171207_Inna-CSF_TMTBatch2_Fx09.raw	Technical	7	8	1	6	7	0.142857	0.125000	0.133333
PXD016002	20171207_Inna-CSF_TMTBatch2_Fx09.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD016002	20171207_Inna-CSF_TMTBatch2_Fx10.raw	Biological	3	5	2	1	3	0.666667	0.400000	0.500000
PXD016002	20171207_Inna-CSF_TMTBatch2_Fx10.raw	Technical	7	8	1	6	7	0.142857	0.125000	0.133333
PXD016002	20171207_Inna-CSF_TMTBatch2_Fx10.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD016002	20171207_Inna-CSF_TMTBatch2_Fx17.raw	Biological	3	5	2	1	3	0.666667	0.400000	0.500000
PXD016002	20171207_Inna-CSF_TMTBatch2_Fx17.raw	Technical	7	8	1	6	7	0.142857	0.125000	0.133333
PXD016002	20171207_Inna-CSF_TMTBatch2_Fx17.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD016002	20171207_Inna-CSF_TMTBatch2_Fx20.raw	Biological	3	5	2	1	3	0.666667	0.400000	0.500000
PXD016002	20171207_Inna-CSF_TMTBatch2_Fx20.raw	Technical	7	8	1	6	7	0.142857	0.125000	0.133333
PXD016002	20171207_Inna-CSF_TMTBatch2_Fx20.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
