"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD012986","Biological","cell_line","cell_line","C2C12","True"
"PXD012986","Biological","cell_type","cell_type","myoblast","True"
"PXD012986","Biological","organ","organ","muscle","True"
"PXD012986","Biological","species","species","mus musculus","True"
"PXD012986","ExperimentalDesign","factor_value","factor_value","spike-in concentration (5 levels), analysis method (DDA, DirectDIA, DIA)","True"
"PXD012986","ExperimentalDesign","fractions","fractions","1","True"
"PXD012986","ExperimentalDesign","replicates","replicates","3","True"
"PXD012986","ExperimentalDesign","technical_replicates","technical_replicates","3","True"
"PXD012986","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD012986","Technical","fragment_mass_tolerance","fragment_mass_tolerance","7 ppm","True"
"PXD012986","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD012986","Technical","instrument","instrument","Q Exactive HF","True"
"PXD012986","Technical","label","label","label free","True"
"PXD012986","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD012986","Technical","precursor_mass_tolerance","precursor_mass_tolerance","6 ppm","True"
