source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD006675-Sample-1	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160321_QEp4_SoDo_SA_test_SV1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-2	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-3	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160502_QEp4_SoDo_SA_LC12_Tri.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-4	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-5	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-6	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-7	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac6.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-8	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160721_QEp2_SoDo_SA_LC12-13_RA3-frac1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-9	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160721_QEp2_SoDo_SA_LC12-13_RA8.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-10	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160802_QEp2_SoDo_SA_LC12-13_AV4--frac8.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
