source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD002870-Sample-1	mus musculus	heart	healthy, cardiac hypertrophy	2	male	9–12 weeks	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Elite	not available	12	1	not available	condition (healthy, hypertrophic), strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), time point (day 0, 1, 3, 5, 7, 10, 14)	6 ppm	-0.335939 ppm	orbitrap	AJ_CTRL_Heart_Nucl_d14_A17.raw	v1.1.0	HAMLET-agentic v0.1.0	healthy, cardiac hypertrophy
PXD002870-Sample-2	mus musculus	heart	healthy, cardiac hypertrophy	2	male	9–12 weeks	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Elite	not available	12	1	not available	condition (healthy, hypertrophic), strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), time point (day 0, 1, 3, 5, 7, 10, 14)	6 ppm	-0.335939 ppm	orbitrap	AJ_ISO_Heart_Cyto_d10_A03.raw	v1.1.0	HAMLET-agentic v0.1.0	healthy, cardiac hypertrophy
PXD002870-Sample-3	mus musculus	heart	healthy, cardiac hypertrophy	2	male	9–12 weeks	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Elite	not available	12	1	not available	condition (healthy, hypertrophic), strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), time point (day 0, 1, 3, 5, 7, 10, 14)	6 ppm	-0.335939 ppm	orbitrap	AJ_ISO_Heart_Mito_d07_A08.raw	v1.1.0	HAMLET-agentic v0.1.0	healthy, cardiac hypertrophy
PXD002870-Sample-4	mus musculus	heart	healthy, cardiac hypertrophy	2	male	9–12 weeks	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Elite	not available	12	1	not available	condition (healthy, hypertrophic), strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), time point (day 0, 1, 3, 5, 7, 10, 14)	6 ppm	-0.335939 ppm	orbitrap	AJ_ISO_Heart_Mito_d14_A08.raw	v1.1.0	HAMLET-agentic v0.1.0	healthy, cardiac hypertrophy
PXD002870-Sample-5	mus musculus	heart	healthy, cardiac hypertrophy	2	male	9–12 weeks	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Elite	not available	12	1	not available	condition (healthy, hypertrophic), strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), time point (day 0, 1, 3, 5, 7, 10, 14)	6 ppm	-0.335939 ppm	orbitrap	AJ_ISO_Heart_Nucl_d05_A17.raw	v1.1.0	HAMLET-agentic v0.1.0	healthy, cardiac hypertrophy
PXD002870-Sample-6	mus musculus	heart	healthy, cardiac hypertrophy	2	male	9–12 weeks	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Elite	not available	12	1	not available	condition (healthy, hypertrophic), strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), time point (day 0, 1, 3, 5, 7, 10, 14)	6 ppm	-0.335939 ppm	orbitrap	BALB_CTRL_Heart_Cyto_d00_A03.raw	v1.1.0	HAMLET-agentic v0.1.0	healthy, cardiac hypertrophy
PXD002870-Sample-7	mus musculus	heart	healthy, cardiac hypertrophy	2	male	9–12 weeks	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Elite	not available	12	1	NT=collision-induced dissociation;AC=MS:1000133	condition (healthy, hypertrophic), strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), time point (day 0, 1, 3, 5, 7, 10, 14)	6 ppm	-0.335939 ppm	orbitrap	BALB_ISO_Heart_Cyto_d01_A06.raw	v1.1.0	HAMLET-agentic v0.1.0	healthy, cardiac hypertrophy
PXD002870-Sample-8	mus musculus	heart	healthy, cardiac hypertrophy	2	male	9–12 weeks	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Elite	not available	12	1	not available	condition (healthy, hypertrophic), strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), time point (day 0, 1, 3, 5, 7, 10, 14)	6 ppm	-0.335939 ppm	orbitrap	BALB_ISO_Heart_Cyto_d07_A01.raw	v1.1.0	HAMLET-agentic v0.1.0	healthy, cardiac hypertrophy
PXD002870-Sample-9	mus musculus	heart	healthy, cardiac hypertrophy	2	male	9–12 weeks	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Elite	not available	12	1	not available	condition (healthy, hypertrophic), strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), time point (day 0, 1, 3, 5, 7, 10, 14)	6 ppm	-0.335939 ppm	orbitrap	BALB_ISO_Heart_Mito_d05_A12.raw	v1.1.0	HAMLET-agentic v0.1.0	healthy, cardiac hypertrophy
PXD002870-Sample-10	mus musculus	heart	healthy, cardiac hypertrophy	2	male	9–12 weeks	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Elite	not available	12	1	not available	condition (healthy, hypertrophic), strain (A/J, BALB/cJ, C57BL/6J, CE/J, DBA/2J, FVB/NJ), time point (day 0, 1, 3, 5, 7, 10, 14)	6 ppm	-0.335939 ppm	orbitrap	BALB_ISO_Heart_Mito_d10_A10.raw	v1.1.0	HAMLET-agentic v0.1.0	healthy, cardiac hypertrophy
