source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD006401-Sample-1	Mus musculus, Homo sapiens	kidney, tonsil	ctsl−/−	4	male	6-months old	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	protocol (DTR, FASP 10k, FASP 30k), staining (unstained, H&E, hematoxylin, hemalaun)	not available	8 ppm	13 ppm	orbitrap	10_FASP30k_2.raw	v1.1.0	HAMLET-agentic v0.1.0	ctsl−/−
PXD006401-Sample-2	Mus musculus, Homo sapiens	kidney, tonsil	ctsl−/−	4	male	6-months old	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	protocol (DTR, FASP 10k, FASP 30k), staining (unstained, H&E, hematoxylin, hemalaun)	not available	8 ppm	13 ppm	orbitrap	10_HE2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	ctsl−/−
PXD006401-Sample-3	Mus musculus, Homo sapiens	kidney, tonsil	ctsl−/−	4	male	6-months old	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	protocol (DTR, FASP 10k, FASP 30k), staining (unstained, H&E, hematoxylin, hemalaun)	not available	8 ppm	13 ppm	orbitrap	11_FASP30k_3.raw	v1.1.0	HAMLET-agentic v0.1.0	ctsl−/−
PXD006401-Sample-4	Mus musculus, Homo sapiens	kidney, tonsil	ctsl−/−	4	male	6-months old	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	protocol (DTR, FASP 10k, FASP 30k), staining (unstained, H&E, hematoxylin, hemalaun)	not available	8 ppm	13 ppm	orbitrap	11_hematoxylin2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	ctsl−/−
PXD006401-Sample-5	Mus musculus, Homo sapiens	kidney, tonsil	ctsl−/−	4	male	6-months old	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	protocol (DTR, FASP 10k, FASP 30k), staining (unstained, H&E, hematoxylin, hemalaun)	not available	8 ppm	13 ppm	orbitrap	12_FASP30k_4.raw	v1.1.0	HAMLET-agentic v0.1.0	ctsl−/−
PXD006401-Sample-6	Mus musculus, Homo sapiens	kidney, tonsil	ctsl−/−	4	male	6-months old	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	protocol (DTR, FASP 10k, FASP 30k), staining (unstained, H&E, hematoxylin, hemalaun)	not available	8 ppm	13 ppm	orbitrap	12_hematoxylin2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	ctsl−/−
PXD006401-Sample-7	Mus musculus, Homo sapiens	kidney, tonsil	ctsl−/−	4	male	6-months old	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	protocol (DTR, FASP 10k, FASP 30k), staining (unstained, H&E, hematoxylin, hemalaun)	not available	8 ppm	13 ppm	orbitrap	13_hemalaun2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	ctsl−/−
PXD006401-Sample-8	Mus musculus, Homo sapiens	kidney, tonsil	ctsl−/−	4	male	6-months old	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	protocol (DTR, FASP 10k, FASP 30k), staining (unstained, H&E, hematoxylin, hemalaun)	not available	8 ppm	13 ppm	orbitrap	14_hemalaun2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	ctsl−/−
PXD006401-Sample-9	Mus musculus, Homo sapiens	kidney, tonsil	ctsl−/−	4	male	6-months old	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	protocol (DTR, FASP 10k, FASP 30k), staining (unstained, H&E, hematoxylin, hemalaun)	not available	8 ppm	13 ppm	orbitrap	15_unstained2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	ctsl−/−
PXD006401-Sample-10	Mus musculus, Homo sapiens	kidney, tonsil	ctsl−/−	4	male	6-months old	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	protocol (DTR, FASP 10k, FASP 30k), staining (unstained, H&E, hematoxylin, hemalaun)	not available	8 ppm	13 ppm	orbitrap	16_unstained2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	ctsl−/−
