"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD036675","","strict","Biological","cell_line","cell_line","hTERT-RPE1","True"
"PXD036675","","strict","Biological","cell_type","cell_type","retinal pigment epithelial cells","True"
"PXD036675","","strict","Biological","disease","disease","normal","True"
"PXD036675","","strict","Biological","organ","organ","retina","True"
"PXD036675","","strict","Biological","species","species","Homo sapiens","True"
"PXD036675","","strict","ExperimentalDesign","factor_value","factor_value","cell cycle state (asynchronous, mitosis, G1/S phase transition) | normal","True"
"PXD036675","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD036675","","strict","Technical","alkylation_reagent","alkylation_reagent","iodoacetamide","True"
"PXD036675","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD036675","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation | collision-induced dissociation","True"
"PXD036675","","strict","Technical","instrument","instrument","Orbitrap Fusion | LTQ Orbitrap Velos","True"
"PXD036675","","strict","Technical","label","label","label free","True"
"PXD036675","","strict","Technical","modification","modification","monohydroxylated residue | phosphorylated residue | iodoacetamide derivatized residue | SILAC label (K) | Acetylation (CHKRSTY,N-term) | deuterated methyl ester (DEKR) | Iodoacetamide derivative (CDEHKMSTUY,N-term)","True"
"PXD036675","","strict","Technical","reduction_reagent","reduction_reagent","dithiothreitol","True"
