pxd	data_file	category	assessed_entities	gold_entities	matched_entities	assessed_only_entities	gold_only_entities	precision	recall	f1
PXD008934	Prosser_1004.raw	Biological	4	6	1	3	5	0.250000	0.166667	0.200000
PXD008934	Prosser_1004.raw	Technical	8	5	2	6	3	0.250000	0.400000	0.307692
PXD008934	Prosser_1004.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD008934	Prosser_1085.raw	Biological	4	6	1	3	5	0.250000	0.166667	0.200000
PXD008934	Prosser_1085.raw	Technical	8	5	2	6	3	0.250000	0.400000	0.307692
PXD008934	Prosser_1085.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD008934	Prosser_1119.raw	Biological	4	7	1	3	6	0.250000	0.142857	0.181818
PXD008934	Prosser_1119.raw	Technical	8	5	2	6	3	0.250000	0.400000	0.307692
PXD008934	Prosser_1119.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD008934	Prosser_1136.raw	Biological	4	7	1	3	6	0.250000	0.142857	0.181818
PXD008934	Prosser_1136.raw	Technical	8	5	2	6	3	0.250000	0.400000	0.307692
PXD008934	Prosser_1136.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD008934	Prosser_1146.raw	Biological	4	7	1	3	6	0.250000	0.142857	0.181818
PXD008934	Prosser_1146.raw	Technical	8	5	2	6	3	0.250000	0.400000	0.307692
PXD008934	Prosser_1146.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD008934	Prosser_1195.raw	Biological	4	6	1	3	5	0.250000	0.166667	0.200000
PXD008934	Prosser_1195.raw	Technical	8	5	2	6	3	0.250000	0.400000	0.307692
PXD008934	Prosser_1195.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD008934	Prosser_1198.raw	Biological	4	6	1	3	5	0.250000	0.166667	0.200000
PXD008934	Prosser_1198.raw	Technical	8	5	2	6	3	0.250000	0.400000	0.307692
PXD008934	Prosser_1198.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD008934	Prosser_1205.raw	Biological	4	7	1	3	6	0.250000	0.142857	0.181818
PXD008934	Prosser_1205.raw	Technical	8	5	2	6	3	0.250000	0.400000	0.307692
PXD008934	Prosser_1205.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD008934	Prosser_1209.raw	Biological	4	7	1	3	6	0.250000	0.142857	0.181818
PXD008934	Prosser_1209.raw	Technical	8	5	2	6	3	0.250000	0.400000	0.307692
PXD008934	Prosser_1209.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD008934	Prosser_1273.raw	Biological	4	6	1	3	5	0.250000	0.166667	0.200000
PXD008934	Prosser_1273.raw	Technical	8	5	2	6	3	0.250000	0.400000	0.307692
PXD008934	Prosser_1273.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD008934	Prosser_1288.raw	Biological	4	7	1	3	6	0.250000	0.142857	0.181818
PXD008934	Prosser_1288.raw	Technical	8	5	2	6	3	0.250000	0.400000	0.307692
PXD008934	Prosser_1288.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD008934	Prosser_1290.raw	Biological	4	6	1	3	5	0.250000	0.166667	0.200000
PXD008934	Prosser_1290.raw	Technical	8	5	2	6	3	0.250000	0.400000	0.307692
PXD008934	Prosser_1290.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD008934	Prosser_1304.raw	Biological	4	6	1	3	5	0.250000	0.166667	0.200000
