"paper_id","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","issue_summary","corrected_value"
"PXD002029","Biological","disease","normal","normal","high","False","","True","True","False","TYPE CHECK: The candidate value ""normal"" is a valid category for the disease field.
SOURCE CHECK: The paper states that the biopsies were extracted from ""two gastroenterologically healthy participants,"" which supports the use of a healthy/normal default.
TRUTH CHECK: The value is factually correct as the participants are described as healthy.
COMPLETENESS CHECK: The full set of extracted values (""normal"") covers the status of the participants described in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD002029","Biological","organ","colon mucosa","colon mucosa","high","False","","True","True","False","TYPE CHECK: The candidate value ""colon mucosa"" is a tissue/organ, which matches the field definition.
SOURCE CHECK: The value is explicitly mentioned in the text (""24 colon mucosa biopsies"") as the material that was processed and analyzed by mass spectrometry.
TRUTH CHECK: The value is factually correct according to the paper.
COMPLETENESS CHECK: The full set of extracted values (""colon mucosa"") covers the biological source of the MS samples described in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD002029","Biological","species","homo sapiens","homo sapiens","high","False","","True","True","False","TYPE CHECK: The candidate value is a species name, which matches the field definition.
SOURCE CHECK: The paper explicitly mentions ""human colon mucosal biopsies"" and searching against the ""Uniprot Homo sapiens reference proteome"".
TRUTH CHECK: The value is factually correct as the samples were derived from human participants.
COMPLETENESS CHECK: The full set contains the only species involved in the study.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD002029","ExperimentalDesign","factor_value","preservation method (DF, RNAlater, iFFPE, sFFPE)","preservation method (DF, RNAlater, iFFPE, sFFPE) | normal","high","False","","True","True","False","TYPE CHECK: The candidate value describes the experimental variable (preservation method) and its levels, which fits the category of a factor value.
SOURCE CHECK: The preservation methods (DF, RNAlater, iFFPE, sFFPE) are explicitly described in the ""Collection of sample material"" section as the different ways the colon mucosal biopsies were preserved before MS analysis.
TRUTH CHECK: The value is factually correct; the paper explicitly lists these four methods: directly frozen (DF), RNAlater, immediately stabilized FFPE (iFFPE), and stored then stabilized FFPE (sFFPE).
COMPLETENESS CHECK: The full set of extracted values includes both the preservation method and the health status (""normal""), which together cover the primary experimental factors described in the study.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD002029","ExperimentalDesign","factor_value","normal","preservation method (DF, RNAlater, iFFPE, sFFPE) | normal","high","False","","True","True","False","TYPE CHECK: The candidate value ""normal"" is a valid representation of a health status/disease state, which is a common underlying characteristic for a factor_value.
SOURCE CHECK: The paper states that the biopsies were extracted from ""two gastroenterologically healthy participants,"" which makes ""normal"" a valid inference.
TRUTH CHECK: The value is factually correct as the participants were described as healthy.
COMPLETENESS CHECK: The full set of extracted values covers both the primary experimental variable (preservation method) and the subject health status.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD002029","ExperimentalDesign","fractions","1","1","high","False","","True","True","False","TYPE CHECK: The candidate value is a numeric count, which is the correct category for the fractions field.
SOURCE CHECK: The paper does not mention any offline fractionation steps; therefore, the safe default of ""1"" is applied.
TRUTH CHECK: The value is factually correct as no fractionation was described.
COMPLETENESS CHECK:The full set of extracted values is exhaustive.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD002029","ExperimentalDesign","replicates","2","2","high","False","","True","True","False","TYPE CHECK: The candidate value is a numeric count, which is the correct type for the replicates field.
SOURCE CHECK: The paper states that biopsies were extracted from ""two gastroenterologically healthy participants"".
TRUTH CHECK: The biological replicates in this study are the two human participants from whom the samples were derived.
COMPLETENESS CHECK: The full set contains the value ""2"", which accurately reflects the number of biological sources (participants) described.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD002029","ExperimentalDesign","technical_replicates","1","1","high","False","","True","True","False","TYPE CHECK: The candidate value is a numeric count, which is the correct category for technical replicates.
SOURCE CHECK: The paper does not explicitly mention technical replicates; therefore, the safe default of ""1"" is applied.
TRUTH CHECK: Applying the safe default ""1"" when the paper is silent is correct.
COMPLETENESS CHECK: The full set contains the safe default value, which is complete for this paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD002029","Technical","acquisition_method","data-dependent acquisition","data-dependent acquisition","high","False","","True","True","False","TYPE CHECK: The candidate value is a valid MS acquisition scheme name.
SOURCE CHECK: The value is reasonably inferable from the text, which describes selecting ""up to 12 precursor ions... based on highest intensity for HCD fragmenting"" and using ""dynamic exclusion,"" which are the defining characteristics of a data-dependent acquisition (DDA) workflow.
TRUTH CHECK: The description of the MS operation (top-N precursor selection and dynamic exclusion) is factually consistent with data-dependent acquisition.
COMPLETENESS CHECK: The full set contains the only acquisition method used in the study.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD002029","Technical","fragment_mass_tolerance","10 ppm","","low","False","","False","False","True","TYPE CHECK: The candidate value is a mass tolerance value, which is the correct category for this field.
SOURCE CHECK: The value ""10 ppm"" is not mentioned anywhere in the provided paper text.
TRUTH CHECK: The paper does not specify the fragment mass tolerance; it only mentions ""All standard settings were employed"" in MaxQuant.
COMPLETENESS CHECK: The value is not present in the text, so it cannot be complete.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
