"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD002029","Biological","disease","disease","normal","True"
"PXD002029","Biological","organ","organ","colon mucosa","True"
"PXD002029","Biological","species","species","homo sapiens","True"
"PXD002029","ExperimentalDesign","factor_value","factor_value","preservation method (DF, RNAlater, iFFPE, sFFPE) | normal","True"
"PXD002029","ExperimentalDesign","fractions","fractions","1","True"
"PXD002029","ExperimentalDesign","replicates","replicates","2","True"
"PXD002029","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD002029","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD002029","Technical","fragment_mass_tolerance","fragment_mass_tolerance","10 ppm","True"
"PXD002029","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD002029","Technical","instrument","instrument","Q Exactive Plus","True"
"PXD002029","Technical","label","label","label free","True"
"PXD002029","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD002029","Technical","precursor_mass_tolerance","precursor_mass_tolerance","7 ppm","True"
