source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD002080-Sample-1	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	8 ppm	-0.408344 ppm	orbitrap	TCGA-A6-3807-01A-22_W_VU_20121019_A0218_4I_R_FR01.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002080-Sample-2	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	8 ppm	-0.408344 ppm	orbitrap	TCGA-A6-3807-01A-22_W_VU_20121019_A0218_4I_R_FR05.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002080-Sample-3	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	8 ppm	-0.408344 ppm	orbitrap	TCGA-A6-3807-01A-22_W_VU_20121019_A0218_4I_R_FR06.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002080-Sample-4	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	8 ppm	-0.408344 ppm	orbitrap	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR02.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002080-Sample-5	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	8 ppm	-0.408344 ppm	orbitrap	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR12.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002080-Sample-6	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	8 ppm	-0.408344 ppm	orbitrap	TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR06.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002080-Sample-7	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	8 ppm	-0.408344 ppm	orbitrap	TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR07.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002080-Sample-8	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	8 ppm	-0.408344 ppm	orbitrap	TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR09.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002080-Sample-9	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	8 ppm	-0.408344 ppm	orbitrap	TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR11.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002080-Sample-10	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	8 ppm	-0.408344 ppm	orbitrap	TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR13.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002080-Sample-11	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	8 ppm	-0.408344 ppm	orbitrap	TCGA-AA-3518-01A-11_W_VU_20120915_A0218_3F_R_FR01.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002080-Sample-12	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	8 ppm	-0.408344 ppm	orbitrap	TCGA-AA-3518-01A-11_W_VU_20120915_A0218_3F_R_FR03.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002080-Sample-13	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	8 ppm	-0.408344 ppm	orbitrap	TCGA-AA-3518-01A-11_W_VU_20120915_A0218_3F_R_FR04.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002080-Sample-14	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	8 ppm	-0.408344 ppm	orbitrap	TCGA-AA-3518-01A-11_W_VU_20120916_A0218_3F_R_FR11.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002080-Sample-15	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	8 ppm	-0.408344 ppm	orbitrap	TCGA-AA-3518-01A-11_W_VU_20120916_A0218_3F_R_FR14.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
