"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD036847","","strict","Biological","age","age","9 weeks","True"
"PXD036847","","strict","Biological","cell_type","cell_type","leukocytes","True"
"PXD036847","","strict","Biological","disease","disease","sepsis","True"
"PXD036847","","strict","Biological","organ","organ","heart, kidney, liver, lung, spleen, blood plasma","True"
"PXD036847","","strict","Biological","sex","sex","female, male","True"
"PXD036847","","strict","Biological","species","species","Mus musculus","True"
"PXD036847","","strict","ExperimentalDesign","factor_value","factor_value","treatment (meropenem, methylprednisolone, combination), time post-infection (0, 6, 12, 18h) | sepsis","True"
"PXD036847","","strict","Technical","acquisition_method","acquisition_method","data-independent acquisition","True"
"PXD036847","","strict","Technical","alkylation_reagent","alkylation_reagent","iodoacetamide","True"
"PXD036847","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD036847","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD036847","","strict","Technical","instrument","instrument","Q Exactive HF-X","True"
"PXD036847","","strict","Technical","label","label","label free","True"
"PXD036847","","strict","Technical","mass_analyzer","mass_analyzer","Orbitrap","True"
"PXD036847","","strict","Technical","modification","modification","acetylated residue","True"
"PXD036847","","strict","Technical","reduction_reagent","reduction_reagent","tris(2-carboxyethyl)phosphine","True"
