source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD006401-Sample-1	mus musculus, homo sapiens	kidney, tonsil	lacking cathepsin l (ctsl−/−)	3	male	6-months old	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	protocol (DTR, FASP 10k, FASP 30k), staining (unstained, H&E, hematoxylin, hemalaun)	8 ppm	13 ppm	orbitrap	10_FASP30k_2.raw	v1.1.0	HAMLET-agentic v0.1.0	lacking cathepsin l (ctsl−/−)
PXD006401-Sample-2	mus musculus, homo sapiens	kidney, tonsil	lacking cathepsin l (ctsl−/−)	3	male	6-months old	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	protocol (DTR, FASP 10k, FASP 30k), staining (unstained, H&E, hematoxylin, hemalaun)	8 ppm	13 ppm	orbitrap	10_HE2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	lacking cathepsin l (ctsl−/−)
PXD006401-Sample-3	mus musculus, homo sapiens	kidney, tonsil	lacking cathepsin l (ctsl−/−)	3	male	6-months old	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	protocol (DTR, FASP 10k, FASP 30k), staining (unstained, H&E, hematoxylin, hemalaun)	8 ppm	13 ppm	orbitrap	11_FASP30k_3.raw	v1.1.0	HAMLET-agentic v0.1.0	lacking cathepsin l (ctsl−/−)
PXD006401-Sample-4	mus musculus, homo sapiens	kidney, tonsil	lacking cathepsin l (ctsl−/−)	3	male	6-months old	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	protocol (DTR, FASP 10k, FASP 30k), staining (unstained, H&E, hematoxylin, hemalaun)	8 ppm	13 ppm	orbitrap	11_hematoxylin2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	lacking cathepsin l (ctsl−/−)
PXD006401-Sample-5	mus musculus, homo sapiens	kidney, tonsil	lacking cathepsin l (ctsl−/−)	3	male	6-months old	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	protocol (DTR, FASP 10k, FASP 30k), staining (unstained, H&E, hematoxylin, hemalaun)	8 ppm	13 ppm	orbitrap	12_FASP30k_4.raw	v1.1.0	HAMLET-agentic v0.1.0	lacking cathepsin l (ctsl−/−)
PXD006401-Sample-6	mus musculus, homo sapiens	kidney, tonsil	lacking cathepsin l (ctsl−/−)	3	male	6-months old	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	protocol (DTR, FASP 10k, FASP 30k), staining (unstained, H&E, hematoxylin, hemalaun)	8 ppm	13 ppm	orbitrap	12_hematoxylin2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	lacking cathepsin l (ctsl−/−)
PXD006401-Sample-7	mus musculus, homo sapiens	kidney, tonsil	lacking cathepsin l (ctsl−/−)	3	male	6-months old	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	protocol (DTR, FASP 10k, FASP 30k), staining (unstained, H&E, hematoxylin, hemalaun)	8 ppm	13 ppm	orbitrap	13_hemalaun2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	lacking cathepsin l (ctsl−/−)
PXD006401-Sample-8	mus musculus, homo sapiens	kidney, tonsil	lacking cathepsin l (ctsl−/−)	3	male	6-months old	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	protocol (DTR, FASP 10k, FASP 30k), staining (unstained, H&E, hematoxylin, hemalaun)	8 ppm	13 ppm	orbitrap	14_hemalaun2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	lacking cathepsin l (ctsl−/−)
PXD006401-Sample-9	mus musculus, homo sapiens	kidney, tonsil	lacking cathepsin l (ctsl−/−)	3	male	6-months old	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	protocol (DTR, FASP 10k, FASP 30k), staining (unstained, H&E, hematoxylin, hemalaun)	8 ppm	13 ppm	orbitrap	15_unstained2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	lacking cathepsin l (ctsl−/−)
PXD006401-Sample-10	mus musculus, homo sapiens	kidney, tonsil	lacking cathepsin l (ctsl−/−)	3	male	6-months old	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	protocol (DTR, FASP 10k, FASP 30k), staining (unstained, H&E, hematoxylin, hemalaun)	8 ppm	13 ppm	orbitrap	16_unstained2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	lacking cathepsin l (ctsl−/−)
