"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD014472","","strict","Biological","age","age","3–5 d old","True"
"PXD014472","","strict","Biological","disease","disease","normal","True"
"PXD014472","","strict","Biological","organ","organ","ovaries","True"
"PXD014472","","strict","Biological","species","species","Drosophila melanogaster","True"
"PXD014472","","strict","ExperimentalDesign","factor_value","factor_value","normal","True"
"PXD014472","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD014472","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD014472","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD014472","","strict","Technical","instrument","instrument","Q Exactive","True"
"PXD014472","","strict","Technical","label","label","label free","True"
"PXD014472","","strict","Technical","mass_analyzer","mass_analyzer","Orbitrap","True"
"PXD014472","","strict","Technical","modification","modification","Deamidation (NQR) | 2-amino-3-oxo-butanoic_acid (STY,C-term) | Iodoacetamide derivative (CDEHKMSTUY,N-term) | Oxidation or Hydroxylation (CDEFHIKLMNPQRSTUVWY,C-term)","True"
