"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD032027","","strict","Biological","cell_line","cell_line","A431","True"
"PXD032027","","strict","Biological","cell_type","cell_type","epithelial cell","True"
"PXD032027","","strict","Biological","disease","disease","cutaneous squamous cell carcinoma","True"
"PXD032027","","strict","Biological","organ","organ","skin","True"
"PXD032027","","strict","Biological","sex","sex","Male, Female","True"
"PXD032027","","strict","Biological","species","species","Homo sapiens","True"
"PXD032027","","strict","ExperimentalDesign","factor_value","factor_value","RNA type (LINP1, EGFP RNA), LINP1 expression level (knockout, knockdown, overexpression), ER stress stimuli (Tunicamycin, UVB, H2O2) | cutaneous squamous cell carcinoma","True"
"PXD032027","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD032027","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD032027","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD032027","","strict","Technical","instrument","instrument","Orbitrap Fusion","True"
"PXD032027","","strict","Technical","label","label","label free","True"
"PXD032027","","strict","Technical","mass_analyzer","mass_analyzer","Orbitrap","True"
"PXD032027","","strict","Technical","modification","modification","Lysine oxidation to aminoadipic semialdehyde (K) | Deuterium Methylation of Lysine (K,N-term) | Iodoacetamide derivative (CDEHKMSTUY,N-term) | Amidation (C-term)","True"
