source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD009602-Sample-1	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_11_HLA-class_I_NMT_benign_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-2	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_13_HLA-class_I_CRC_malignant_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-3	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	not available	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_14_HLA-class_II_NMT_benign_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-4	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_14_HLA-class_I_CRC_malignant_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-5	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_14_HLA-class_I_NMT_benign_R1_remnant.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-6	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_14_HLA-class_I_NMT_benign_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-7	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_15_HLA-class_I_CRC_malignant_R3_remnant.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-8	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_16_HLA-class_II_CRC_malignant_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-9	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_16_HLA-class_I_NMT_benign_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-10	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_17_HLA-class_II_CRC_malignant_R_remnant.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-11	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_17_HLA-class_II_CRC_malignant_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-12	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_19_HLA-class_II_CRC_malignant_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-13	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_20_HLA-class_I_CRC_malignant_R_remnant.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-14	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_21_HLA-class_II_CRC_malignant_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-15	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_21_HLA-class_I_CRC_malignant_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-16	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_24_HLA-class_I_NMT_benign_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-17	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_25_HLA-class_I_CRC_malignant_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-18	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_27_HLA-class_I_NMT_benign_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-19	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_29_HLA-class_I_CRC_malignant_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-20	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_29_HLA-class_I_CRC_malignant_Rep5.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-21	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_29_HLA-class_I_NMT_benign_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-22	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_30_HLA-class_I_CRC_malignant_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-23	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_30_HLA-class_I_NMT_benign_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-24	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_33_HLA-class_I_NMT_benign_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-25	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_36_HLA-class_I_NMT_benign_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-26	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_36_HLA-class_I_NMT_benign_Rep5.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-27	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_4_HLA-class_I_CRC_malignant_Rep7.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-28	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	not available	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_9_HLA-class_II_CRC_malignant_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-29	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 29	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	not available	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_9_HLA-class_II_CRC_malignant_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-30	homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years, 24-82 years	run 30	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap XL	not available	1	5	NT=collision-induced dissociation;AC=MS:1000133	tissue condition (CRC, NMC)	6 ppm	-0.557532 ppm	orbitrap	UPN_9_HLA-class_I_CRC_malignant_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
