"paper_id","source","mode","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","technical_origin","inference","error_category","issue_summary","corrected_value"
"PXD060381","human_annotation","strict","Biological","cell_line","ASC52telo","ASC52telo","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a specific name of an immortalized cell line, which matches the field definition.
SOURCE CHECK: The value is explicitly mentioned in the ""Human MSC Culture"" section and the ""Mass Spectrometric Analysis of EVs"" section confirms that EVs derived from these MSCs (ASC52telo) were the material analyzed by mass spectrometry.
TRUTH CHECK: The paper states ""ASC52telo cells, an hTERT immortalized human adipose derived mesenchymal stem cell line... will be referred to as MSCs from here on,"" and later describes the proteomic analysis of EVs from these MSCs.
COMPLETENESS CHECK: The full set contains the only cell line used to generate the samples for the MS experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","strict","Biological","cell_type","mesenchymal stem cells","mesenchymal stem cells","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""mesenchymal stem cells"" describes a cell lineage/type, which matches the field definition.
SOURCE CHECK: The paper states that ""EV proteomic contents were analyzed by mass spectrometry"" and that these EVs were derived from ""ASC52telo cells, an hTERT immortalized human adipose derived mesenchymal stem cell line"".
TRUTH CHECK: The value is factually correct as the source of the EVs analyzed by MS were mesenchymal stem cells (MSCs).
COMPLETENESS CHECK: The full set contains the only relevant cell type for the MS sample described in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","strict","Biological","disease","degenerative disc disease","","low","False","","False","False","False","False","","wrong_value","TYPE CHECK: The candidate value ""degenerative disc disease"" is a disease state, which matches the field definition.
SOURCE CHECK: The value is present in the text (""DDD"" / ""disc herniation or DDD""), but it refers to the human IVD cells used in the in vitro biological assays, NOT the material analysed by mass spectrometry.
TRUTH CHECK: The MS experiment was performed on extracellular vesicles (EVs) derived from an immortalized human MSC line (ASC52telo), not from patients with degenerative disc disease.
COMPLETENESS CHECK: The full set of values is incorrect because it attributes the disease state of the assay cells to the MS sample.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: normal","normal"
"PXD060381","human_annotation","strict","Biological","disease","IL-1β pre-stimulation","","low","True","factor_value","False","False","False","False","","type_mismatch","TYPE CHECK: No, the candidate value is a treatment/stimulation condition, not a disease state or diagnosis.
SOURCE CHECK: The value is present in the text, but it describes a stimulation applied to IVD cells in an in vitro assay, not the disease state of the MS sample.
TRUTH CHECK: The candidate value is not a disease; it is an experimental treatment.
COMPLETENESS CHECK: The full set includes ""degenerative disc disease"" (which refers to the IVD cells, not the MS sample) and a treatment condition.
TYPE_CORRECT: no
CORRECT_TYPE_NAME: factor_value
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","strict","Biological","species","9606 (Homo sapiens)","9606 (Homo sapiens)","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a species identifier and name, which matches the definition.
SOURCE CHECK: The paper explicitly mentions ""human MSC line"" and ""human UniProt database"" (UP000005640_9606) for the MS analysis.
TRUTH CHECK: The value ""9606 (Homo sapiens)"" is factually correct for the human samples analyzed.
COMPLETENESS CHECK: The full set contains the only species used in the MS experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","strict","ExperimentalDesign","replicates","3","3","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a numeric count, which is the correct category for the replicates field.
SOURCE CHECK: The paper explicitly states ""(n = 3)"" in the ""Mass Spectrometric Analysis of EVs"" section when describing the collection of EV pellets from WT, NTC, and TSG-6 MSCs.
TRUTH CHECK: The value ""3"" accurately reflects the number of biological replicates used for the mass spectrometry experiment.
COMPLETENESS CHECK: The full set of extracted values contains only ""3"", which is exhaustive for this field.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","strict","Other","collision_energy","25%","25%","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a percentage, which is a correct format for collision energy.
SOURCE CHECK: The value is explicitly stated in the ""Mass Spectrometric Analysis of EVs"" section (""HCD collision energy was maintained at 25%"").
TRUTH CHECK: The value matches the text exactly.
COMPLETENESS CHECK: The full set contains the only collision energy value mentioned in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","strict","Other","material_type","cell line","cell line","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""cell line"" is a valid category for the material_type field.
SOURCE CHECK: The MS experiment analyzed extracellular vesicles (EVs) derived from ASC52telo cells, which the paper explicitly defines as an ""immortalized human adipose derived mesenchymal stem cell line"".
TRUTH CHECK: While the MS analysis was performed on the EVs, the source material for those EVs is a cell line. However, the actual material processed by the MS was the EV pellet.
COMPLETENESS CHECK: The full set of extracted values includes ""cell line"", ""extracellular vesicles"", and ""MSC-derived extracellular vesicles"", which comprehensively covers both the source and the specific material analyzed.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","strict","Other","material_type","extracellular vesicles","cell line","low","True","","False","True","False","False","","type_mismatch","TYPE CHECK: The candidate value ""extracellular vesicles"" describes the biological material analyzed, but it is not one of the broad category labels (e.g., ""biofluid"", ""cell line"") specified in the field definition.
SOURCE CHECK: The value is present in the text; the MS experiment specifically analyzed the proteome content of MSC-derived extracellular vesicles (EVs).
TRUTH CHECK: The value is factually correct as the material analyzed was indeed extracellular vesicles.
COMPLETENESS CHECK: The full set of extracted values includes ""cell line"" and ""extracellular vesicles""; however, ""extracellular vesicles"" is a specific entity rather than a broad material class as required by the definition.
TYPE_CORRECT: no
CORRECT_TYPE_NAME: biofluid
VALUE_CORRECT: no
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: biofluid","biofluid"
"PXD060381","human_annotation","strict","Other","material_type","MSC-derived extracellular vesicles","cell line","low","True","","False","True","False","False","","type_mismatch","TYPE CHECK: The candidate value describes the specific biological entity analyzed, but the field definition requires a ""Broad material class"" (e.g., ""biofluid"", ""cell line"").
SOURCE CHECK: The value is present in the text; the MS analysis was performed on ""EV pellets from WT, NTC and TSG-6 MSCs"".
TRUTH CHECK: The value is factually correct regarding what was analyzed, but it is a specific entity rather than a broad category.
COMPLETENESS CHECK: The full set includes ""cell line"" and ""extracellular vesicles"", which are broader categories, but ""MSC-derived extracellular vesicles"" is a specific description.
TYPE_CORRECT: no
CORRECT_TYPE_NAME: material_type
VALUE_CORRECT: no
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: biofluid","biofluid"
