source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD012755-Sample-1	homo sapiens	brain, brodmann area 19, occipital cortex, posterior inferior cerebellum	autism spectrum disorder, normal	31	not available	not available	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	Orbitrap Elite	not available	1	1	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	7 ppm	-0.292015 ppm	orbitrap	Nat_10_CB5334.raw	v1.1.0	HAMLET-agentic v0.1.0	autism spectrum disorder, normal
PXD012755-Sample-2	homo sapiens	brain, brodmann area 19, occipital cortex, posterior inferior cerebellum	autism spectrum disorder, normal	31	not available	not available	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	Orbitrap Elite	not available	1	1	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	7 ppm	-0.292015 ppm	orbitrap	Nat_11_CB6200.raw	v1.1.0	HAMLET-agentic v0.1.0	autism spectrum disorder, normal
PXD012755-Sample-3	homo sapiens	brain, brodmann area 19, occipital cortex, posterior inferior cerebellum	autism spectrum disorder, normal	31	not available	not available	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	Orbitrap Elite	not available	1	1	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	7 ppm	-0.292015 ppm	orbitrap	Nat_12_CB7561.raw	v1.1.0	HAMLET-agentic v0.1.0	autism spectrum disorder, normal
PXD012755-Sample-4	homo sapiens	brain, brodmann area 19, occipital cortex, posterior inferior cerebellum	autism spectrum disorder, normal	31	not available	not available	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	Orbitrap Elite	not available	1	1	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	7 ppm	-0.292015 ppm	orbitrap	Nat_14_CB1453.raw	v1.1.0	HAMLET-agentic v0.1.0	autism spectrum disorder, normal
PXD012755-Sample-5	homo sapiens	brain, brodmann area 19, occipital cortex, posterior inferior cerebellum	autism spectrum disorder, normal	31	not available	not available	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	Orbitrap Elite	not available	1	1	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	7 ppm	-0.292015 ppm	orbitrap	Nat_15_CB3228.raw	v1.1.0	HAMLET-agentic v0.1.0	autism spectrum disorder, normal
PXD012755-Sample-6	homo sapiens	brain, brodmann area 19, occipital cortex, posterior inferior cerebellum	autism spectrum disorder, normal	31	not available	not available	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	Orbitrap Elite	not available	1	1	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	7 ppm	-0.292015 ppm	orbitrap	Nat_16_CB4543.raw	v1.1.0	HAMLET-agentic v0.1.0	autism spectrum disorder, normal
PXD012755-Sample-7	homo sapiens	brain, brodmann area 19, occipital cortex, posterior inferior cerebellum	autism spectrum disorder, normal	31	not available	not available	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	Orbitrap Elite	not available	1	1	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	7 ppm	-0.292015 ppm	orbitrap	Nat_17_CB1860.raw	v1.1.0	HAMLET-agentic v0.1.0	autism spectrum disorder, normal
PXD012755-Sample-8	homo sapiens	brain, brodmann area 19, occipital cortex, posterior inferior cerebellum	autism spectrum disorder, normal	31	not available	not available	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	Orbitrap Elite	not available	1	1	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	7 ppm	-0.292015 ppm	orbitrap	Nat_18_CB4678.raw	v1.1.0	HAMLET-agentic v0.1.0	autism spectrum disorder, normal
PXD012755-Sample-9	homo sapiens	brain, brodmann area 19, occipital cortex, posterior inferior cerebellum	autism spectrum disorder, normal	31	not available	not available	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	Orbitrap Elite	not available	1	1	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	7 ppm	-0.292015 ppm	orbitrap	Nat_19_A196399.raw	v1.1.0	HAMLET-agentic v0.1.0	autism spectrum disorder, normal
PXD012755-Sample-10	homo sapiens	brain, brodmann area 19, occipital cortex, posterior inferior cerebellum	autism spectrum disorder, normal	31	not available	not available	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	Orbitrap Elite	not available	1	1	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	7 ppm	-0.292015 ppm	orbitrap	Nat_1_CB6399.raw	v1.1.0	HAMLET-agentic v0.1.0	autism spectrum disorder, normal
