"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD011237","BiologicalAgent","species","species","Homo sapiens","True"
"PXD011237","BiologicalAgent","tissue","organ","blood","True"
"PXD011237","BiologicalAgent","cell_type","cell_type","","False"
"PXD011237","BiologicalAgent","disease_state","disease","normal","True"
"PXD011237","BiologicalAgent","sample_source","material_type","healthy donors","True"
"PXD011237","BiologicalAgent","age","age","","False"
"PXD011237","BiologicalAgent","anatomic_site_tumor","anatomic_site_tumor","","False"
"PXD011237","BiologicalAgent","BMI","BMI","","False"
"PXD011237","BiologicalAgent","cell_line","cell_line","","False"
"PXD011237","BiologicalAgent","sex","sex","","False"
"PXD011237","BiologicalAgent","strain","strain","","False"
"PXD011237","BiologicalAgent","material_type","material_type","healthy donors","True"
"PXD011237","BiologicalAgent","developmental_stage","developmental_stage","","False"
"PXD011237","TechnicalAgent","acquisition_method","acquisition_method","","False"
"PXD011237","TechnicalAgent","alkylation_reagent","alkylation_reagent","","False"
"PXD011237","TechnicalAgent","alkylation_concentration","alkylation_concentration","","False"
"PXD011237","TechnicalAgent","cleavage_agent","cleavage_agent","","False"
"PXD011237","TechnicalAgent","collision_energy","collision_energy","","False"
"PXD011237","TechnicalAgent","enrichment_method","enrichment_method","","False"
"PXD011237","TechnicalAgent","fractionation_method","fractionation","","False"
"PXD011237","TechnicalAgent","fragmentation_method","fragmentation","","False"
"PXD011237","TechnicalAgent","instrument","instrument","Q Exactive","True"
"PXD011237","TechnicalAgent","ionization_type","ionization_type","","False"
"PXD011237","TechnicalAgent","labeling","label","label-free","True"
"PXD011237","TechnicalAgent","reduction_reagent","reduction_reagent","","False"
"PXD011237","TechnicalAgent","reduction_concentration","reduction_concentration","","False"
"PXD011237","ExperimentalDesignAgent","biological_replicate","replicates","purified human fXII fragments | 2","True"
"PXD011237","ExperimentalDesignAgent","technical_replicate","technical_replicates","","False"
"PXD011237","ExperimentalDesignAgent","experimental_design","experimental_design","characterization of fXII cleavage fragments 1 and 2","True"
"PXD011237","ExperimentalDesignAgent","factor_value","factor_value","fXII fragment (fragment 1, fragment 2)","True"
"PXD011237","ExperimentalDesignAgent","number_of_fractions","fractions","1","True"
"PXD011237","ExperimentalDesignAgent","number_of_technical_replicates","technical_replicates","","False"
"PXD011237","ExperimentalDesignAgent","number_of_biological_replicates","replicates","purified human fXII fragments | 2","True"
"PXD011237","ExperimentalDesignAgent","number_of_samples","number_of_samples","2","True"
