pxd	data_file	category	assessed_entities	gold_entities	matched_entities	assessed_only_entities	gold_only_entities	precision	recall	f1
PXD010603	20171002_JMM_A146_1.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171002_JMM_A146_1.raw	Technical	10	6	4	6	2	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_1.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_10.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171002_JMM_A146_10.raw	Technical	10	6	4	6	2	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_10.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_11.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171002_JMM_A146_11.raw	Technical	10	6	4	6	2	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_11.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_12.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171002_JMM_A146_12.raw	Technical	10	6	4	6	2	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_12.raw	ExperimentalDesign	5	3	3	2	0	0.600000	1.000000	0.750000
PXD010603	20171002_JMM_A146_2.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171002_JMM_A146_2.raw	Technical	10	6	4	6	2	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_2.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_3.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171002_JMM_A146_3.raw	Technical	10	6	4	6	2	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_3.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_4.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171002_JMM_A146_4.raw	Technical	10	6	4	6	2	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_4.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_5.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171002_JMM_A146_5.raw	Technical	10	6	4	6	2	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_5.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_6.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171002_JMM_A146_6.raw	Technical	10	6	4	6	2	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_6.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_7.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171002_JMM_A146_7.raw	Technical	10	6	4	6	2	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_7.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_8.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171002_JMM_A146_8.raw	Technical	10	6	4	6	2	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_8.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_9.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171002_JMM_A146_9.raw	Technical	10	6	4	6	2	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_A146_9.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_C146_1.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171002_JMM_C146_1.raw	Technical	10	6	4	6	2	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_C146_1.raw	ExperimentalDesign	5	3	2	3	1	0.400000	0.666667	0.500000
PXD010603	20171002_JMM_C146_10.raw	Biological	5	5	2	3	3	0.400000	0.400000	0.400000
PXD010603	20171002_JMM_C146_10.raw	Technical	10	6	4	6	2	0.400000	0.666667	0.500000
