field	category	assessed_entities	gold_entities	matched_entities	macro_precision	macro_recall	macro_f1
characteristics[age]	Biological	311	311	0	0.0	0.0	0.0
characteristics[cell type]	Biological	311	0	0	0.0	0.0	0.0
characteristics[disease]	Biological	311	311	215	0.6913183279742765	0.6913183279742765	0.6913183279742765
characteristics[organism part]	Biological	311	311	0	0.0	0.0	0.0
characteristics[organism]	Biological	311	311	311	1.0	1.0	1.0
characteristics[sex]	Biological	0	311	0	0.0	0.0	0.0
characteristics[biological replicate]	ExperimentalDesign	311	0	0	0.0	0.0	0.0
comment[fraction identifier]	ExperimentalDesign	311	311	25	0.08038585209003216	0.08038585209003216	0.08038585209003216
comment[technical replicate]	ExperimentalDesign	311	311	311	1.0	1.0	1.0
factor value[disease]	ExperimentalDesign	311	311	215	0.6913183279742765	0.6913183279742765	0.6913183279742765
factor value[experimental design]	ExperimentalDesign	311	0	0	0.0	0.0	0.0
comment[alkylation reagent]	Technical	311	0	0	0.0	0.0	0.0
comment[cleavage agent details]	Technical	311	311	311	1.0	1.0	1.0
comment[dissociation method]	Technical	0	0	0			
comment[instrument]	Technical	311	311	311	1.0	1.0	1.0
comment[label]	Technical	311	311	311	1.0	1.0	1.0
comment[modification parameters]	Technical	311	622	311	1.0	0.5	0.666667
comment[ms2 mass analyzer]	Technical	311	0	0	0.0	0.0	0.0
comment[precursor mass tolerance]	Technical	311	311	0	0.0	0.0	0.0
comment[proteomics data acquisition method]	Technical	311	0	0	0.0	0.0	0.0
comment[reduction reagent]	Technical	311	0	0	0.0	0.0	0.0
technology type	Technical	311	0	0	0.0	0.0	0.0
