"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD031801","BiologicalAgent","species","species","Homo sapiens","True"
"PXD031801","BiologicalAgent","tissue","organ","kidney","True"
"PXD031801","BiologicalAgent","cell_type","cell_type","","False"
"PXD031801","BiologicalAgent","disease_state","disease","","False"
"PXD031801","BiologicalAgent","sample_source","material_type","HEK293T cells","True"
"PXD031801","BiologicalAgent","age","age","","False"
"PXD031801","BiologicalAgent","anatomic_site_tumor","anatomic_site_tumor","","False"
"PXD031801","BiologicalAgent","BMI","BMI","","False"
"PXD031801","BiologicalAgent","cell_line","cell_line","HEK293T","True"
"PXD031801","BiologicalAgent","sex","sex","","False"
"PXD031801","BiologicalAgent","strain","strain","","False"
"PXD031801","BiologicalAgent","material_type","material_type","HEK293T cells","True"
"PXD031801","BiologicalAgent","developmental_stage","developmental_stage","","False"
"PXD031801","TechnicalAgent","acquisition_method","acquisition_method","","False"
"PXD031801","TechnicalAgent","alkylation_reagent","alkylation_reagent","","False"
"PXD031801","TechnicalAgent","alkylation_concentration","alkylation_concentration","","False"
"PXD031801","TechnicalAgent","cleavage_agent","cleavage_agent","","False"
"PXD031801","TechnicalAgent","collision_energy","collision_energy","","False"
"PXD031801","TechnicalAgent","enrichment_method","enrichment_method","","False"
"PXD031801","TechnicalAgent","fractionation_method","fractionation","","False"
"PXD031801","TechnicalAgent","fragmentation_method","fragmentation","","False"
"PXD031801","TechnicalAgent","instrument","instrument","Orbitrap Fusion Lumos","True"
"PXD031801","TechnicalAgent","ionization_type","ionization_type","","False"
"PXD031801","TechnicalAgent","labeling","label","label-free","True"
"PXD031801","TechnicalAgent","reduction_reagent","reduction_reagent","","False"
"PXD031801","TechnicalAgent","reduction_concentration","reduction_concentration","","False"
"PXD031801","ExperimentalDesignAgent","biological_replicate","replicates","pulldown samples | 1","True"
"PXD031801","ExperimentalDesignAgent","technical_replicate","technical_replicates","","False"
"PXD031801","ExperimentalDesignAgent","experimental_design","experimental_design","comparison of protein interactions and phosphorylation of TGF-β1 with and without PKA","True"
"PXD031801","ExperimentalDesignAgent","factor_value","factor_value","PKA treatment/overexpression (Control, PKA)","True"
"PXD031801","ExperimentalDesignAgent","number_of_fractions","fractions","1","True"
"PXD031801","ExperimentalDesignAgent","number_of_technical_replicates","technical_replicates","","False"
"PXD031801","ExperimentalDesignAgent","number_of_biological_replicates","replicates","pulldown samples | 1","True"
"PXD031801","ExperimentalDesignAgent","number_of_samples","number_of_samples","4","True"
