source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD012203-Sample-1	homo sapiens	medial frontal gyrus	alzheimer’s disease, healthy	3	not available	68.0 ± 2.0 years, 83.8 ± 3.5 years, 67 ± 3.0 years, 84 ± 3.2 years	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	60	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease state/age (early-onset AD, late-onset AD, non-demented controls)	7 ppm	12 ppm	orbitrap	140725_Sunil_iTRAQ_AD_02_A.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD012203-Sample-2	homo sapiens	medial frontal gyrus	alzheimer’s disease, healthy	3	not available	68.0 ± 2.0 years, 83.8 ± 3.5 years, 67 ± 3.0 years, 84 ± 3.2 years	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	60	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease state/age (early-onset AD, late-onset AD, non-demented controls)	7 ppm	12 ppm	orbitrap	140725_Sunil_iTRAQ_AD_02_C.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD012203-Sample-3	homo sapiens	medial frontal gyrus	alzheimer’s disease, healthy	3	not available	68.0 ± 2.0 years, 83.8 ± 3.5 years, 67 ± 3.0 years, 84 ± 3.2 years	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	60	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease state/age (early-onset AD, late-onset AD, non-demented controls)	7 ppm	12 ppm	orbitrap	140725_Sunil_iTRAQ_AD_03_A.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD012203-Sample-4	homo sapiens	medial frontal gyrus	alzheimer’s disease, healthy	3	not available	68.0 ± 2.0 years, 83.8 ± 3.5 years, 67 ± 3.0 years, 84 ± 3.2 years	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	60	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease state/age (early-onset AD, late-onset AD, non-demented controls)	7 ppm	12 ppm	orbitrap	140725_Sunil_iTRAQ_AD_03_C.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD012203-Sample-5	homo sapiens	medial frontal gyrus	alzheimer’s disease, healthy	3	not available	68.0 ± 2.0 years, 83.8 ± 3.5 years, 67 ± 3.0 years, 84 ± 3.2 years	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	60	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease state/age (early-onset AD, late-onset AD, non-demented controls)	7 ppm	12 ppm	orbitrap	140725_Sunil_iTRAQ_AD_04_B.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD012203-Sample-6	homo sapiens	medial frontal gyrus	alzheimer’s disease, healthy	3	not available	68.0 ± 2.0 years, 83.8 ± 3.5 years, 67 ± 3.0 years, 84 ± 3.2 years	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	60	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease state/age (early-onset AD, late-onset AD, non-demented controls)	7 ppm	12 ppm	orbitrap	140725_Sunil_iTRAQ_AD_04_C.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD012203-Sample-7	homo sapiens	medial frontal gyrus	alzheimer’s disease, healthy	3	not available	68.0 ± 2.0 years, 83.8 ± 3.5 years, 67 ± 3.0 years, 84 ± 3.2 years	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	60	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease state/age (early-onset AD, late-onset AD, non-demented controls)	7 ppm	12 ppm	orbitrap	140725_Sunil_iTRAQ_AD_05_B.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD012203-Sample-8	homo sapiens	medial frontal gyrus	alzheimer’s disease, healthy	3	not available	68.0 ± 2.0 years, 83.8 ± 3.5 years, 67 ± 3.0 years, 84 ± 3.2 years	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	60	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease state/age (early-onset AD, late-onset AD, non-demented controls)	7 ppm	12 ppm	orbitrap	140725_Sunil_iTRAQ_AD_06_A.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD012203-Sample-9	homo sapiens	medial frontal gyrus	alzheimer’s disease, healthy	3	not available	68.0 ± 2.0 years, 83.8 ± 3.5 years, 67 ± 3.0 years, 84 ± 3.2 years	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	60	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease state/age (early-onset AD, late-onset AD, non-demented controls)	7 ppm	12 ppm	orbitrap	140725_Sunil_iTRAQ_AD_07_C.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD012203-Sample-10	homo sapiens	medial frontal gyrus	alzheimer’s disease, healthy	3	not available	68.0 ± 2.0 years, 83.8 ± 3.5 years, 67 ± 3.0 years, 84 ± 3.2 years	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	60	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease state/age (early-onset AD, late-onset AD, non-demented controls)	7 ppm	12 ppm	orbitrap	140725_Sunil_iTRAQ_AD_08_B.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
PXD012203-Sample-11	homo sapiens	medial frontal gyrus	alzheimer’s disease, healthy	3	not available	68.0 ± 2.0 years, 83.8 ± 3.5 years, 67 ± 3.0 years, 84 ± 3.2 years	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	60	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease state/age (early-onset AD, late-onset AD, non-demented controls)	7 ppm	12 ppm	orbitrap	140725_Sunil_iTRAQ_AD_08_C.raw	v1.1.0	HAMLET-agentic v0.1.0	alzheimer’s disease, healthy
