"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD005539","","strict","Biological","cell_line","cell_line","SKMEL28, A375, C32TG","True"
"PXD005539","","strict","Biological","cell_type","cell_type","malignant melanocytes, primary adult epidermal melanocytes, CD14+ monocytes, dendritic cells","True"
"PXD005539","","strict","Biological","disease","disease","melanoma, healthy","True"
"PXD005539","","strict","Biological","organ","organ","skin","True"
"PXD005539","","strict","Biological","species","species","Homo sapiens","True"
"PXD005539","","strict","ExperimentalDesign","factor_value","factor_value","cell line (SKMEL28, C32TG, A375), oxygen level (hypoxia vs normoxia), EV treatment (melanoma EVs vs liposomes) | melanoma, healthy","True"
"PXD005539","","strict","ExperimentalDesign","fractions","fractions","9","True"
"PXD005539","","strict","ExperimentalDesign","replicates","replicates","3","True"
"PXD005539","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD005539","","strict","Technical","alkylation_reagent","alkylation_reagent","iodoacetamide","True"
"PXD005539","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD005539","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","0.60 Da","True"
"PXD005539","","strict","Technical","instrument","instrument","Thermo Scientific Orbitrap Elite Hybrid Mass Spectrometer or QExactivePlus","True"
"PXD005539","","strict","Technical","label","label","label free","True"
"PXD005539","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD005539","","strict","Technical","modification","modification","Carbamidomethyl (C) | Oxidation (M)","True"
"PXD005539","","strict","Technical","reduction_reagent","reduction_reagent","tris(2-carboxyethyl)phosphine","True"
