"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD040180","","strict","Biological","organ","organ","leaf","True"
"PXD040180","","strict","Biological","species","species","Nicotiana tabacum","True"
"PXD040180","","strict","ExperimentalDesign","factor_value","factor_value","transformation site (nuclear, plastid), drought stress","True"
"PXD040180","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD040180","","strict","ExperimentalDesign","replicates","replicates","2","True"
"PXD040180","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD040180","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD040180","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD040180","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","15 ppm","True"
"PXD040180","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD040180","","strict","Technical","instrument","instrument","Q Exactive","True"
"PXD040180","","strict","Technical","label","label","label free","True"
"PXD040180","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD040180","","strict","Technical","modification","modification","Oxidation (M) | Acetyl (K) | Carbamyl (K) | not applicable","True"
"PXD040180","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","7 ppm","True"
