pxd	data_file	category	assessed_entities	gold_entities	matched_entities	assessed_only_entities	gold_only_entities	precision	recall	f1
PXD012203	140725_Sunil_iTRAQ_AD_02_A.raw	Biological	5	6	3	2	3	0.600000	0.500000	0.545455
PXD012203	140725_Sunil_iTRAQ_AD_02_A.raw	Technical	7	8	1	6	7	0.142857	0.125000	0.133333
PXD012203	140725_Sunil_iTRAQ_AD_02_A.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_02_C.raw	Biological	5	6	3	2	3	0.600000	0.500000	0.545455
PXD012203	140725_Sunil_iTRAQ_AD_02_C.raw	Technical	7	8	1	6	7	0.142857	0.125000	0.133333
PXD012203	140725_Sunil_iTRAQ_AD_02_C.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD012203	140725_Sunil_iTRAQ_AD_03_A.raw	Biological	5	6	3	2	3	0.600000	0.500000	0.545455
PXD012203	140725_Sunil_iTRAQ_AD_03_A.raw	Technical	7	8	1	6	7	0.142857	0.125000	0.133333
PXD012203	140725_Sunil_iTRAQ_AD_03_A.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_03_C.raw	Biological	5	6	3	2	3	0.600000	0.500000	0.545455
PXD012203	140725_Sunil_iTRAQ_AD_03_C.raw	Technical	7	8	1	6	7	0.142857	0.125000	0.133333
PXD012203	140725_Sunil_iTRAQ_AD_03_C.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD012203	140725_Sunil_iTRAQ_AD_04_B.raw	Biological	5	6	3	2	3	0.600000	0.500000	0.545455
PXD012203	140725_Sunil_iTRAQ_AD_04_B.raw	Technical	7	8	1	6	7	0.142857	0.125000	0.133333
PXD012203	140725_Sunil_iTRAQ_AD_04_B.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_04_C.raw	Biological	5	6	3	2	3	0.600000	0.500000	0.545455
PXD012203	140725_Sunil_iTRAQ_AD_04_C.raw	Technical	7	8	1	6	7	0.142857	0.125000	0.133333
PXD012203	140725_Sunil_iTRAQ_AD_04_C.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD012203	140725_Sunil_iTRAQ_AD_05_B.raw	Biological	5	6	3	2	3	0.600000	0.500000	0.545455
PXD012203	140725_Sunil_iTRAQ_AD_05_B.raw	Technical	7	8	1	6	7	0.142857	0.125000	0.133333
PXD012203	140725_Sunil_iTRAQ_AD_05_B.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_06_A.raw	Biological	5	6	3	2	3	0.600000	0.500000	0.545455
PXD012203	140725_Sunil_iTRAQ_AD_06_A.raw	Technical	7	8	1	6	7	0.142857	0.125000	0.133333
