source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000652-Sample-1	homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	Orbitrap Velos Pro	not available	46	1	NT=collision-induced dissociation;AC=MS:1000133	fractionation strategy (SDS-PAGE, MM RP-AX, glycopeptide capture)	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B11.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-2	homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	Orbitrap Velos Pro	not available	46	1	NT=collision-induced dissociation;AC=MS:1000133	fractionation strategy (SDS-PAGE, MM RP-AX, glycopeptide capture)	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B12.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-3	homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	Orbitrap Velos Pro	not available	46	1	NT=collision-induced dissociation;AC=MS:1000133	fractionation strategy (SDS-PAGE, MM RP-AX, glycopeptide capture)	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B13.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-4	homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	Orbitrap Velos Pro	not available	46	1	NT=collision-induced dissociation;AC=MS:1000133	fractionation strategy (SDS-PAGE, MM RP-AX, glycopeptide capture)	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B15.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-5	homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	Orbitrap Velos Pro	not available	46	1	NT=collision-induced dissociation;AC=MS:1000133	fractionation strategy (SDS-PAGE, MM RP-AX, glycopeptide capture)	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B17.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-6	homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	Orbitrap Velos Pro	not available	46	1	NT=collision-induced dissociation;AC=MS:1000133	fractionation strategy (SDS-PAGE, MM RP-AX, glycopeptide capture)	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B18.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-7	homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	Orbitrap Velos Pro	not available	46	1	NT=collision-induced dissociation;AC=MS:1000133	fractionation strategy (SDS-PAGE, MM RP-AX, glycopeptide capture)	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-8	homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	Orbitrap Velos Pro	not available	46	1	NT=collision-induced dissociation;AC=MS:1000133	fractionation strategy (SDS-PAGE, MM RP-AX, glycopeptide capture)	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B20.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-9	homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	Orbitrap Velos Pro	not available	46	1	NT=collision-induced dissociation;AC=MS:1000133	fractionation strategy (SDS-PAGE, MM RP-AX, glycopeptide capture)	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B21.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-10	homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	Orbitrap Velos Pro	not available	46	1	NT=collision-induced dissociation;AC=MS:1000133	fractionation strategy (SDS-PAGE, MM RP-AX, glycopeptide capture)	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B22.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
